"","coID","sales","strata"
"130",8320,7934.168832,1
"131",6729,7951.134279,1
"132",8562,7954.048696,1
"133",6746,8033.142221,1
"134",8537,8092.298426,1
"135",8612,8155.794476,1
"136",5229,8210.155248,1
"137",9097,8246.882755,1
"138",6649,8249.414768,1
"139",7364,8250.225336,1
"140",8333,8281.632625,1
"141",8349,8283.765338,1
"142",5065,8290.903593,1
"143",8489,8307.732309,1
"144",5197,8354.981623,1
"145",6749,8391.7499,1
"146",4851,8482.559561,1
"147",6660,8483.489521,1
"148",9314,8550.595461,1
"149",3043,8558.559084,1
"150",1893,8610.430604,1
"151",5303,8643.278908,1
"152",8502,8669.070966,1
"153",6479,8716.986129,1
"154",8444,8731.74262,1
"155",5617,8756.514496,1
"156",5716,8766.236009,1
"157",5190,8771.572247,1
"158",2599,8793.874339,1
"159",9147,8795.52531,1
"160",2093,8816.10269,1
"161",2128,8821.356716,1
"162",6786,8854.025405,1
"163",6494,8865.517145,1
"164",8366,8924.580362,1
"165",6782,8931.272034,1
"166",5072,9051.206163,1
"167",8638,9067.286875,1
"168",5680,9084.864446,1
"169",6653,9152.403206,1
"170",8622,9168.058992,1
"171",5329,9189.464491,1
"172",2124,9198.502774,1
"173",6818,9226.905172,1
"174",9241,9272.174576,1
"175",6801,9282.417131,1
"176",6553,9366.63301,1
"177",6495,9366.75929,1
"178",6618,9381.070149,1
"179",4988,9384.066224,1
"180",8470,9425.115664,1
"181",8559,9463.740935,1
"182",8645,9475.135806,1
"183",8598,9480.086077,1
"184",2048,9491.030025,1
"185",8512,9548.547705,1
"186",8561,9555.260506,1
"187",8541,9684.090342,1
"188",6551,9686.956485,1
"189",5263,9692.515982,1
"190",5059,9743.182978,1
"191",6725,9744.172718,1
"192",5407,9802.105431,1
"193",5271,9804.64964,1
"194",8429,9879.461094,1
"195",6715,9886.814673,1
"196",7346,9892.497878,1
"197",8342,9957.492973,1
"198",8305,9966.589305,1
"199",6671,10045.68946,1
"200",8553,10046.95571,1
"201",8291,10093.79303,1
"202",8471,10141.67062,1
"203",2125,10257.1915,1
"204",6678,10257.60332,1
"205",2197,10278.53699,1
"206",1948,10281.18147,1
"207",6835,10329.63152,1
"208",4940,10338.06831,1
"209",6697,10359.57613,1
"210",5143,10429.46746,1
"211",6591,10442.96988,1
"212",9150,10502.37726,1
"213",6492,10557.4875,1
"214",8415,10642.44186,1
"215",8608,10702.42346,1
"216",6665,10826.9587,1
"217",2090,10875.11465,1
"218",4989,10960.62461,1
"219",5283,10961.96054,1
"220",6632,10972.67908,1
"221",8391,10989.04129,1
"222",5154,11126.12067,1
"223",8341,11161.34599,1
"224",6486,11187.12533,1
"225",6609,11245.02504,1
"226",2286,11285.13026,1
"227",8492,11320.81597,1
"228",6588,11327.85054,1
"229",8455,11425.06889,1
"230",6529,11441.80916,1
"231",5656,11444.93769,1
"232",8348,11525.83101,1
"233",8438,11550.18346,1
"234",6686,11591.78279,1
"235",8402,11615.6736,1
"236",7399,11640.04398,1
"237",8607,11717.23884,1
"238",6726,11741.94401,1
"239",8533,11802.54709,1
"240",3240,11811.20048,1
"241",5025,11812.48611,1
"242",8372,11834.66341,1
"243",6463,11839.99412,1
"244",2619,11840.93048,1
"245",8420,11848.30121,1
"246",6712,11858.02549,1
"247",4957,11988.7332,1
"248",6794,12010.22292,1
"249",8315,12058.6118,1
"250",6741,12072.95961,1
"251",7403,12099.21773,1
"252",6772,12235.62788,1
"253",8319,12339.90776,1
"254",2060,12349.47972,1
"255",9276,12393.31787,1
"256",6478,12406.38042,1
"257",8560,12483.07826,1
"258",5390,12488.56768,1
"259",8637,12582.14777,1
"260",8592,12584.83133,1
"261",6760,12596.74933,1
"262",8536,12613.10052,1
"263",8491,12673.51175,1
"264",8347,12711.20179,1
"265",6768,12721.01623,1
"266",8417,12777.78815,1
"267",4732,12783.34701,1
"268",8530,12785.39625,1
"269",5018,12821.53402,1
"270",8298,12850.19621,1
"271",7254,12886.8084,1
"272",9253,12894.52992,1
"273",3256,12895.99143,1
"274",8458,12947.06669,1
"275",8504,12955.94728,1
"276",6487,12960.82065,1
"277",6636,12981.89392,1
"278",8375,13004.737,1
"279",6520,13013.9286,1
"280",8495,13046.90979,1
"281",8578,13054.00971,1
"282",6468,13068.38271,1
"283",8389,13077.48292,1
"284",8307,13105.21876,1
"285",8400,13109.61989,1
"286",8413,13124.88688,1
"287",6536,13155.55088,1
"288",4707,13176.75086,1
"289",5566,13196.14546,1
"290",1801,13335.29614,1
"291",6530,13404.44336,1
"292",8325,13429.93012,1
"293",5076,13460.26551,1
"294",2218,13488.61541,1
"295",6503,13504.64161,1
"296",6767,13520.11052,1
"297",6549,13528.49464,1
"298",4565,13532.88813,1
"299",705,13677.7654,1
"300",4596,13678.72673,1
"301",8446,13686.55776,1
"302",4805,13718.95176,1
"303",6534,13730.1178,1
"304",6525,13820.15573,1
"305",8575,13836.45751,1
"306",8403,13884.20345,1
"307",8394,13885.77577,1
"308",6721,13933.30501,1
"309",8486,13951.61288,1
"310",6550,13965.60252,1
"311",6804,13979.23632,1
"312",7422,14033.85683,1
"313",6552,14076.72215,1
"314",5193,14100.94293,1
"315",9338,14151.26679,1
"316",4686,14180.07569,1
"317",6675,14193.28944,1
"318",6491,14239.51852,1
"319",8477,14254.53301,1
"320",8383,14273.89821,1
"321",7497,14283.85502,1
"322",4901,14319.74355,1
"323",8422,14406.66325,1
"324",6642,14443.01036,1
"325",2413,14445.28566,1
"326",8357,14480.27442,1
"327",6791,14511.10119,1
"328",2053,14526.54586,1
"329",6747,14537.10853,1
"330",6702,14645.07312,1
"331",5100,14672.95609,1
"332",8442,14685.80327,1
"333",8509,14713.04076,1
"334",6703,14756.62727,1
"335",8368,14784.18871,1
"336",8433,14793.74907,1
"337",6744,14824.591,1
"338",5526,14858.74927,1
"339",2642,14938.41132,1
"340",5155,14982.09522,1
"341",8434,14991.99992,1
"342",6535,15020.13729,1
"343",8510,15029.35668,1
"344",4756,15057.37313,1
"345",8581,15059.78192,1
"346",6789,15114.63443,1
"347",8652,15174.66678,1
"348",6769,15205.73024,1
"349",9218,15218.60645,1
"350",6731,15243.36132,1
"351",6805,15299.6527,1
"352",4674,15321.93006,1
"353",8318,15381.31442,1
"354",4539,15406.00052,1
"355",6528,15409.70867,1
"356",6501,15438.80511,1
"357",6558,15443.33788,1
"358",8301,15464.01921,1
"359",5152,15500.2056,1
"360",7292,15516.82919,1
"361",7482,15565.20221,1
"362",5467,15574.98094,1
"363",8501,15594.93262,1
"364",5358,15595.92972,1
"365",8654,15619.6448,1
"366",8461,15664.26966,1
"367",1302,15697.80683,1
"368",6734,15706.54035,1
"369",6825,15722.92781,1
"370",6522,15787.16638,1
"371",6606,15787.35304,1
"372",8284,15794.47262,1
"373",8547,15829.41455,1
"374",6605,15839.00086,1
"375",6657,15848.79879,1
"376",4975,15883.68529,1
"377",8482,15893.37341,1
"378",6770,15945.13306,1
"379",6624,15955.26628,1
"380",8570,15956.87304,1
"381",6680,15962.40717,1
"382",9022,15978.64539,1
"383",7233,15996.73939,1
"384",9208,16035.6626,1
"385",5524,16052.30154,1
"386",5613,16076.00792,1
"387",6555,16114.45768,1
"388",6560,16141.07926,1
"389",8590,16170.48575,1
"390",2233,16171.52308,1
"391",5727,16179.4679,1
"392",6586,16258.24993,1
"393",8580,16283.85763,1
"394",8428,16288.38242,1
"395",6644,16304.10532,1
"396",5131,16315.15086,1
"397",8290,16465.44012,1
"398",8481,16488.37247,1
"399",5260,16491.87231,1
"400",5458,16524.13983,1
"401",8620,16567.30953,1
"402",4704,16588.50823,1
"403",7223,16612.33011,1
"404",6641,16623.08228,1
"405",8653,16657.57373,1
"406",3030,16718.71483,1
"407",6565,16732.05308,1
"408",6732,16735.71097,1
"409",8378,16794.91204,1
"410",8633,16835.00777,1
"411",2359,16840.63117,1
"412",6745,16846.88039,1
"413",8552,16848.93616,1
"414",6467,16881.81432,1
"415",8480,16887.70774,1
"416",4623,16924.58398,1
"417",6568,16939.28898,1
"418",6692,16940.82632,1
"419",6562,16944.51841,1
"420",7252,16948.99333,1
"421",8601,17009.5681,1
"422",7395,17009.7924,1
"423",9246,17020.4894,1
"424",9381,17030.30335,1
"425",4645,17066.2219,1
"426",8624,17076.22611,1
"427",8564,17089.22975,1
"428",6471,17138.2389,1
"429",8634,17155.46088,1
"430",6546,17180.45988,1
"431",8286,17184.57373,1
"432",6509,17196.97001,1
"433",8591,17212.12204,1
"434",6571,17221.21301,1
"435",5162,17273.3682,1
"436",5237,17315.74318,1
"437",8419,17323.64729,1
"438",7451,17390.71317,1
"439",4773,17395.33011,1
"440",9270,17442.50146,1
"441",5590,17450.0927,1
"442",8605,17458.01799,1
"443",6839,17459.08922,1
"444",9325,17487.24179,1
"445",6757,17531.8258,1
"446",6826,17538.51924,1
"447",9358,17644.83735,1
"448",7249,17689.47859,1
"449",5024,17742.67506,1
"450",6647,17772.2095,1
"451",4657,17827.12654,1
"452",6537,17872.88442,1
"453",6771,17888.49052,1
"454",6652,17916.00587,1
"455",7300,17984.48009,1
"456",8302,18002.76486,1
"457",8538,18003.28583,1
"458",9125,18027.43289,1
"459",6547,18057.39334,1
"460",6485,18110.25437,1
"461",6502,18120.80989,1
"462",8614,18140.61346,1
"463",5636,18144.03662,1
"464",4684,18174.80586,1
"465",6617,18180.06819,1
"466",5586,18181.66899,1
"467",8641,18226.24216,1
"468",8611,18235.57606,1
"469",6766,18257.01273,1
"470",8285,18269.22362,1
"471",9509,18289.67898,1
"472",4816,18315.36271,1
"473",5357,18317.7507,1
"474",9405,18334.83886,1
"475",6506,18339.36752,1
"476",4860,18410.08791,1
"477",6505,18433.86409,1
"478",6526,18479.18056,1
"479",6735,18521.61114,1
"480",8304,18542.44248,1
"481",9355,18553.83161,1
"482",8473,18567.48679,1
"483",9213,18575.15597,1
"484",8303,18580.36578,1
"485",6645,18592.87212,1
"486",6687,18621.43213,1
"487",7256,18667.52499,1
"488",7331,18667.56806,1
"489",5050,18676.0342,1
"490",8529,18686.78223,1
"491",6759,18715.25827,1
"492",6668,18737.1344,1
"493",9591,18740.73344,1
"494",8425,18786.08873,1
"495",8308,18799.04067,1
"496",6625,18848.79915,1
"497",5135,18855.54586,1
"498",6822,18904.47201,1
"499",7498,18914.44982,1
"500",8437,18987.66939,1
"501",4561,19001.02425,1
"502",5182,19038.26784,1
"503",8297,19061.45897,1
"504",8407,19083.58926,1
"505",7515,19119.25123,1
"506",8528,19197.22726,1
"507",6607,19229.90755,1
"508",8557,19255.50279,1
"509",8465,19255.72476,1
"510",8649,19284.60155,1
"511",6695,19302.4308,1
"512",3057,19303.43622,1
"513",6816,19319.55829,1
"514",8546,19344.71246,1
"515",5252,19371.53266,1
"516",2073,19393.90755,1
"517",5210,19451.52153,1
"518",8555,19475.22272,1
"519",6728,19524.63319,1
"520",8398,19539.48051,1
"521",5602,19545.58098,1
"522",6807,19583.07975,1
"523",8332,19594.29769,1
"524",8385,19607.54887,1
"525",8374,19609.37814,1
"526",2500,19640.50427,1
"527",4554,19646.49532,1
"528",8397,19691.43252,1
"529",6614,19704.15027,1
"530",6604,19817.41259,1
"531",6793,19857.88366,1
"532",4995,19860.68865,1
"533",4598,19861.35733,1
"534",9484,19906.57967,1
"535",8643,20050.47277,1
"536",8639,20069.28809,1
"537",6523,20080.04178,1
"538",8293,20116.74332,1
"539",8324,20121.80813,1
"540",5994,20128.14292,1
"541",6517,20133.61685,1
"542",5041,20154.32236,1
"543",4864,20167.26728,1
"544",7382,20171.14421,1
"545",2105,20199.48415,1
"546",9696,20202.46111,1
"547",6515,20218.49944,1
"548",6587,20250.19526,1
"549",5323,20289.65494,1
"550",6727,20310.66345,1
"551",9551,20349.41736,1
"552",5515,20358.84697,1
"553",6755,20415.75284,1
"554",8377,20441.71375,1
"555",5062,20454.33912,1
"556",695,20468.33164,1
"557",8544,20468.57635,1
"558",3690,20535.46399,1
"559",8312,20541.46901,1
"560",6779,20555.31657,1
"561",5548,20558.23371,1
"562",8373,20611.15659,1
"563",6596,20629.07088,1
"564",9521,20639.11489,1
"565",9174,20645.21494,1
"566",9755,20671.46809,1
"567",5934,20697.7255,1
"568",7421,20698.96859,1
"569",6720,20724.44564,1
"570",5560,20746.9353,1
"571",5825,20752.02292,1
"572",1485,20765.8742,1
"573",5622,20767.33281,1
"574",7415,20770.43625,1
"575",6756,20784.07703,1
"576",6648,20821.78127,1
"577",7344,20841.19162,1
"578",4899,20846.89797,1
"579",6685,20931.64675,1
"580",6674,20940.69022,1
"581",8395,20947.4529,1
"582",8540,20957.54716,1
"583",6014,20986.96021,1
"584",8330,21005.44925,1
"585",8412,21006.4853,1
"586",6499,21022.01048,1
"587",4665,21026.65953,1
"588",1649,21057.60415,1
"589",5392,21099.8102,1
"590",2201,21102.02624,1
"591",6810,21105.78636,1
"592",5097,21111.27391,1
"593",6790,21133.56906,1
"594",5198,21140.60865,1
"595",5784,21146.46121,1
"596",9649,21147.81537,1
"597",6817,21178.87399,1
"598",5699,21181.86377,1
"599",8360,21185.99963,1
"600",6787,21197.96801,1
"601",1633,21225.74589,1
"602",7293,21279.72248,1
"603",5070,21292.09862,1
"604",9476,21299.60878,1
"605",3282,21301.16792,1
"606",8618,21338.09123,1
"607",6762,21385.28809,1
"608",6629,21391.64929,1
"609",4611,21402.02608,1
"610",5908,21413.9892,1
"611",6500,21447.88383,1
"612",8462,21448.25158,1
"613",4817,21448.95991,1
"614",6740,21487.97613,1
"615",9127,21498.88009,1
"616",8532,21516.42391,1
"617",1898,21522.85401,1
"618",8423,21534.87832,1
"619",7443,21574.77914,1
"620",5891,21586.72533,1
"621",9704,21594.54868,1
"622",8472,21622.73965,1
"623",8313,21639.03623,1
"624",5804,21647.51826,1
"625",5523,21655.64894,1
"626",6823,21664.62594,1
"627",8479,21713.74721,1
"628",8582,21716.13516,1
"629",5702,21729.31314,1
"630",7480,21752.7969,1
"631",8523,21769.40989,1
"632",1461,21774.71575,1
"633",6748,21776.51703,1
"634",9482,21779.45072,1
"635",9513,21798.83103,1
"636",7234,21822.8817,1
"637",6781,21856.8821,1
"638",9563,21857.94231,1
"639",5592,21861.99783,1
"640",4621,21891.91139,1
"641",6602,21894.7492,1
"642",7275,21911.34367,1
"643",9653,21923.07655,1
"644",7490,21947.61722,1
"645",9140,21965.2729,1
"646",8350,21970.24502,1
"647",8449,22005.19749,1
"648",8343,22015.94592,1
"649",6595,22023.96208,1
"650",6806,22039.97811,1
"651",6615,22050.56147,1
"652",8485,22082.97184,1
"653",2176,22083.65233,1
"654",8336,22090.57984,1
"655",4787,22107.19964,1
"656",5970,22108.74178,1
"657",6803,22160.76157,1
"658",8648,22166.72487,1
"659",6070,22239.86862,1
"660",6752,22252.66494,1
"661",3199,22261.16764,1
"662",5681,22261.44756,1
"663",9597,22263.16587,1
"664",8496,22275.75939,1
"665",4947,22288.83053,1
"666",2682,22311.94403,1
"667",5679,22312.74059,1
"668",9608,22383.7542,1
"669",9422,22393.44308,1
"670",6584,22433.80127,1
"671",8493,22436.40008,1
"672",9442,22448.95189,1
"673",8309,22470.67614,1
"674",4652,22472.53893,1
"675",4559,22504.70614,1
"676",6482,22508.5901,1
"677",8490,22509.28298,1
"678",2158,22518.43064,1
"679",9611,22523.62781,1
"680",2133,22536.75469,1
"681",9538,22544.68603,1
"682",5004,22546.21411,1
"683",8600,22570.23736,1
"684",8345,22579.14197,1
"685",8288,22579.71671,1
"686",7512,22585.02407,1
"687",8441,22629.96431,1
"688",9310,22662.70125,1
"689",9623,22666.18582,1
"690",5915,22677.27063,1
"691",8515,22711.39071,1
"692",6656,22741.16465,1
"693",8617,22741.25003,1
"694",5435,22808.32632,1
"695",9470,22823.90903,1
"696",9676,22855.96156,1
"697",6533,22856.23886,1
"698",8316,22865.56356,1
"699",8317,22913.22243,1
"700",8543,22977.99379,1
"701",9357,22982.62717,1
"702",9035,23011.87546,1
"703",8588,23018.7464,1
"704",5160,23052.53463,1
"705",8632,23072.16859,1
"706",6570,23095.61543,1
"707",5830,23110.57123,1
"708",4858,23113.80418,1
"709",6832,23167.15701,1
"710",7306,23169.11623,1
"711",7264,23177.85052,1
"712",5894,23197.53836,1
"713",2752,23203.84227,1
"714",2595,23234.6921,1
"715",8331,23254.02589,1
"716",9665,23254.65344,1
"717",9641,23271.21308,1
"718",4516,23285.09063,1
"719",5666,23291.16994,1
"720",5527,23319.23122,1
"721",6778,23324.62491,1
"722",5920,23346.98183,1
"723",8314,23382.53149,1
"724",4879,23385.26452,1
"725",9501,23396.16148,1
"726",8610,23401.59732,1
"727",6761,23401.60618,1
"728",5886,23428.61411,1
"729",5178,23460.46023,1
"730",8568,23481.01305,1
"731",6664,23519.39166,1
"732",2885,23532.04444,1
"733",6603,23535.58352,1
"734",9748,23541.09681,1
"735",8460,23553.64323,1
"736",6045,23563.83911,1
"737",6821,23598.52095,1
"738",6511,23628.37956,1
"739",6733,23633.13578,1
"740",6672,23650.3015,1
"741",6706,23663.4509,1
"742",6567,23669.4914,1
"743",6481,23702.99514,1
"744",5246,23716.50924,1
"745",9228,23719.52501,1
"746",5892,23731.64807,1
"747",8369,23772.48025,1
"748",5793,23778.86262,1
"749",5941,23778.89675,1
"750",7504,23795.96944,1
"751",6472,23812.97673,1
"752",8435,23814.60709,1
"753",8511,23822.13384,1
"754",9577,23827.68886,1
"755",5822,23832.35279,1
"756",8579,23852.1164,1
"757",7437,23864.22632,1
"758",7424,23872.70045,1
"759",6577,23933.18765,1
"760",8382,23937.44578,1
"761",6809,23956.08274,1
"762",9420,23993.38241,1
"763",1638,23994.88606,1
"764",5788,23997.52676,1
"765",6673,23998.57856,1
"766",7463,24018.82743,1
"767",5468,24039.52526,1
"768",8416,24043.49914,1
"769",1341,24055.0905,1
"770",6698,24122.02527,1
"771",2120,24132.13778,1
"772",6543,24141.08707,1
"773",3230,24155.34742,1
"774",5043,24171.70946,1
"775",2700,24208.04198,1
"776",5842,24212.0408,1
"777",9421,24214.7377,1
"778",2087,24234.64859,1
"779",4671,24238.12654,1
"780",8474,24258.0762,1
"781",8335,24268.79945,1
"782",6737,24286.43789,1
"783",5993,24310.01168,1
"784",5541,24319.00143,1
"785",6758,24321.02002,1
"786",8310,24332.97759,1
"787",9433,24334.45281,1
"788",4748,24338.69783,1
"789",8467,24343.13,1
"790",6497,24361.12933,1
"791",8531,24372.15924,1
"792",8549,24405.44428,1
"793",6677,24413.57419,1
"794",8451,24417.69892,1
"795",4597,24471.86346,1
"796",8584,24474.14352,1
"797",8328,24474.16727,1
"798",8526,24476.82581,1
"799",6545,24477.04171,1
"800",4582,24485.50223,1
"801",6811,24498.57354,1
"802",6710,24532.34529,1
"803",5632,24553.02857,1
"804",8340,24579.6349,1
"805",9751,24588.48932,1
"806",6061,24623.14474,1
"807",8551,24628.26739,1
"808",5614,24637.7629,1
"809",5763,24644.55973,1
"810",6610,24682.83018,1
"811",5115,24695.16559,1
"812",5772,24709.65816,1
"813",9397,24731.22509,1
"814",4885,24734.1989,1
"815",5980,24746.80048,1
"816",5565,24779.02611,1
"817",9479,24783.95874,1
"818",7418,24789.07775,1
"819",6718,24844.80063,1
"820",2647,24849.78739,1
"821",5713,24858.70055,1
"822",4586,24909.88503,1
"823",4893,24913.1114,1
"824",1484,24926.50567,1
"825",8356,24951.97802,1
"826",6719,24956.59471,1
"827",2461,24987.88574,1
"828",9418,25015.79369,1
"829",6628,25023.71743,1
"830",8362,25041.47838,1
"831",6630,25058.42849,1
"832",6682,25067.19601,1
"833",5938,25093.21409,1
"834",8452,25094.51612,1
"835",2072,25126.36906,1
"836",9689,25131.41644,1
"837",6723,25139.15635,1
"838",9688,25148.65737,1
"839",9366,25196.45571,1
"840",6590,25211.39736,1
"841",4837,25220.26498,1
"842",9756,25220.42027,1
"843",2709,25229.29298,1
"844",5786,25229.75128,1
"845",7212,25248.09472,1
"846",6800,25255.37993,1
"847",4653,25262.38084,1
"848",6613,25289.0425,1
"849",9363,25293.07088,1
"850",6836,25293.73774,1
"851",6576,25294.09073,1
"852",6035,25304.34609,1
"853",4758,25312.51655,1
"854",9511,25313.15692,1
"855",5978,25352.16107,1
"856",8593,25356.50571,1
"857",33,25365.41337,1
"858",9656,25366.33173,1
"859",6763,25373.70614,1
"860",5741,25374.23015,1
"861",7214,25387.15968,1
"862",4216,25413.92389,1
"863",7473,25413.96864,1
"864",9705,25437.7933,1
"865",5425,25439.7513,1
"866",5785,25459.97188,1
"867",9635,25467.95413,1
"868",4680,25489.60745,1
"869",5745,25512.24802,1
"870",6583,25536.7968,1
"871",5759,25538.06741,1
"872",6516,25550.54319,1
"873",5872,25552.94735,1
"874",8344,25644.36728,1
"875",9646,25644.91998,1
"876",5767,25645.2505,1
"877",5815,25645.54106,1
"878",4679,25674.8391,1
"879",6575,25681.82954,1
"880",7428,25687.77579,1
"881",4856,25701.18648,1
"882",6701,25715.38252,1
"883",8500,25721.9343,1
"884",6057,25723.17852,1
"885",6670,25724.79392,1
"886",9674,25727.09042,1
"887",8327,25730.95019,1
"888",9516,25750.30917,1
"889",8447,25767.48252,1
"890",2313,25808.80669,1
"891",9685,25827.78028,1
"892",5823,25834.05557,1
"893",2534,25843.05436,1
"894",6056,25845.09564,1
"895",5567,25851.4674,1
"896",5963,25853.7932,1
"897",9515,25875.00571,1
"898",9592,25875.16379,1
"899",5921,25877.40626,1
"900",6780,25878.74636,1
"901",9602,25882.60386,1
"902",7409,25897.81459,1
"903",4825,25903.78674,1
"904",8623,25906.53948,1
"905",5851,25919.50845,1
"906",5991,25922.77844,1
"907",9694,25939.16176,1
"908",6814,25953.07425,1
"909",8616,25963.37099,1
"910",9407,25969.5983,1
"911",5297,25981.34362,1
"912",8466,25991.93983,1
"913",8488,25995.40043,1
"914",6654,26029.34491,1
"915",6638,26032.41261,1
"916",6532,26033.66268,1
"917",9720,26053.38433,1
"918",6011,26069.64142,1
"919",4625,26121.66064,1
"920",6667,26127.91285,1
"921",8621,26133.5027,1
"922",8498,26159.03544,1
"923",6693,26163.12751,1
"924",5596,26187.32559,1
"925",8554,26195.81753,1
"926",5797,26200.16498,1
"927",4706,26201.33016,1
"928",2589,26211.01597,1
"929",5799,26228.82898,1
"930",8300,26229.8993,1
"931",9559,26232.20313,1
"932",5805,26275.29211,1
"933",8406,26297.03461,1
"934",6798,26322.80868,1
"935",5875,26324.61107,1
"936",5569,26330.85046,1
"937",9456,26338.6994,1
"938",6044,26341.36524,1
"939",8351,26353.46968,1
"940",5111,26361.11982,1
"941",2770,26364.43595,1
"942",6634,26364.76548,1
"943",9657,26387.69703,1
"944",9202,26389.1959,1
"945",8464,26390.49082,1
"946",8294,26415.24567,1
"947",8299,26443.005,1
"948",6581,26447.45538,1
"949",6651,26454.24293,1
"950",1988,26460.8188,1
"951",2047,26492.42348,1
"952",5492,26525.35963,1
"953",6637,26538.56317,1
"954",8603,26539.84217,1
"955",5977,26541.88134,1
"956",2395,26544.08718,1
"957",9745,26549.60727,1
"958",8459,26551.03927,1
"959",9760,26552.97185,1
"960",6544,26553.90443,1
"961",5299,26573.34808,1
"962",5225,26601.03813,1
"963",9607,26605.3312,1
"964",6469,26663.36037,1
"965",6483,26689.6573,1
"966",5733,26724.11026,1
"967",9617,26749.4964,1
"968",2082,26788.8572,1
"969",9143,26792.06225,1
"970",5833,26823.81017,1
"971",9410,26824.36572,1
"972",6026,26835.7486,1
"973",5161,26843.6898,1
"974",9444,26854.9994,1
"975",8401,26862.42989,1
"976",5847,26866.26213,1
"977",4608,26874.2724,1
"978",4915,26883.21229,1
"979",5737,26883.29056,1
"980",5481,26885.62335,1
"981",3842,26898.50616,1
"982",2683,26907.93144,1
"983",1528,26910.73498,1
"984",5888,26913.7464,1
"985",9429,26929.3348,1
"986",9700,26949.06863,1
"987",5806,26961.16981,1
"988",9488,26996.5057,1
"989",9527,27000.2849,1
"990",2600,27001.97047,1
"991",5873,27029.04479,1
"992",6699,27039.26436,1
"993",9537,27040.9069,1
"994",6510,27080.54505,1
"995",9594,27082.84068,1
"996",4740,27083.37025,1
"997",5918,27132.20175,1
"998",9736,27151.45258,1
"999",2524,27151.51675,1
